uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre,long_name
spotify:track:1iyJwocwqUMwLgmu9O5Y13,Ed Sheeran,No.5 Collaborations Project,Lately,"['Ed Sheeran', 'Devlin']",1,271333,False,0.0928,0.718,0.82,0.0,0.391,-5.5520000000000005,0.103,90.01299999999998,0.329,40,pop,Lately (feat. Devlin)
spotify:track:7h7KBBdYIzrxOsLfR9aUO7,Ed Sheeran,No.5 Collaborations Project,You,"['Ed Sheeran', 'Wiley']",2,201586,False,0.386,0.799,0.532,0.00017,0.0978,-9.472,0.0707,100.032,0.189,39,pop,You (feat. Wiley)
spotify:track:79d2OA4Sj4nfw0vk8EV82D,Ed Sheeran,No.5 Collaborations Project,Family,"['Ed Sheeran', 'P. Money']",3,254906,False,0.515,0.476,0.7040000000000001,0.0,0.094,-5.4110000000000005,0.278,140.39600000000002,0.297,38,pop,Family (feat. P Money)
spotify:track:5KB7EYQuHd0S5WKVWpagYu,Ed Sheeran,No.5 Collaborations Project,Radio,"['Ed Sheeran', 'Jme']",4,222653,False,0.214,0.693,0.833,0.0,0.117,-5.408,0.263,99.901,0.759,40,pop,Radio (feat. JME)
spotify:track:5rKb6l02IplvF9I0sJI9Lj,Ed Sheeran,No.5 Collaborations Project,Little Lady,"['Ed Sheeran', 'Mikill Pane']",5,328653,False,0.731,0.4370000000000001,0.5,0.0,0.157,-7.103,0.105,85.29299999999998,0.4370000000000001,45,pop,Little Lady (feat. Mikill Pane)
spotify:track:0UD8qgp0Fmgh79K3qeTHQh,Ed Sheeran,No.5 Collaborations Project,Drown Me Out - + Ghetts,"['Ed Sheeran', 'Ghetts']",6,261440,True,0.0282,0.511,0.91,0.0,0.127,-6.186,0.116,140.14700000000002,0.426,36,pop,Drown Me Out (feat. Ghetts) - + Ghetts
spotify:track:4MKPqVv3FqKCZTcKHfR125,Ed Sheeran,No.5 Collaborations Project,Nightmares,"['Ed Sheeran', 'Random Impulse', 'Sway', 'Wretch 32']",7,243000,False,0.101,0.855,0.6779999999999999,0.00232,0.0964,-6.864,0.052000000000000005,120.012,0.429,37,pop,"Nightmares (feat. Random Impulse, Sway & Wretch 32)"
spotify:track:1SdyQYIFM05qkexCFKZxW1,Ed Sheeran,No.5 Collaborations Project,Goodbye to You,"['Ed Sheeran', 'Zeph Ellis']",8,330200,False,0.267,0.64,0.664,0.0,0.329,-7.812,0.152,140.007,0.275,37,pop,Goodbye to You (feat. Dot Rotten)
spotify:track:39LmTF9RgyakzSYX8txrow,Ariana,"thank u, next",imagine,['Ariana Grande'],1,212266,True,0.378,0.7290000000000001,0.475,0.0,0.12,-4.985,0.0364,62.52,0.371,75,pop,imagine
spotify:track:1TEL6MlSSVLSdhOSddidlJ,Ariana,"thank u, next",needy,['Ariana Grande'],2,171573,True,0.78,0.647,0.309,7.41e-06,0.202,-7.947999999999999,0.0366,87.045,0.195,74,pop,needy
spotify:track:4uTvPEr01pjTbZgl7jcKBD,Ariana,"thank u, next",NASA,['Ariana Grande'],3,182000,False,0.451,0.747,0.458,0.0,0.252,-6.891,0.303,75.029,0.47,74,pop,NASA
spotify:track:2hloaUoRonYssMuqLCBLTX,Ariana,"thank u, next",bloodline,['Ariana Grande'],4,216893,True,0.0815,0.758,0.665,0.000157,0.21600000000000005,-5.188,0.0774,151.976,0.643,72,pop,bloodline
spotify:track:3wFLWP0FcIqHK1wb1CPthQ,Ariana,"thank u, next",fake smile,['Ariana Grande'],5,208880,True,0.329,0.45,0.619,0.0,0.319,-7.412000000000001,0.3720000000000001,83.3,0.4270000000000001,71,pop,fake smile
spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,Ariana,"thank u, next",bad idea,['Ariana Grande'],6,267106,False,0.0268,0.847,0.579,0.0545,0.102,-5.314,0.0719,137.998,0.569,72,pop,bad idea
spotify:track:27356GVuMPFWiJSZCragoM,Ariana,"thank u, next",make up,['Ariana Grande'],7,140693,True,0.0844,0.6709999999999999,0.7140000000000001,1.48e-06,0.0568,-5.372999999999998,0.21,105.137,0.477,68,pop,make up
spotify:track:2vdBo4ALPYbHRUPKgtE5iC,Ariana,"thank u, next",ghostin,['Ariana Grande'],8,271466,False,0.418,0.287,0.364,1.8e-05,0.185,-8.295,0.0306,103.777,0.11,71,pop,ghostin
spotify:track:4T652DlATVHe0jdLKaN3Bw,Ariana,"thank u, next",in my head,['Ariana Grande'],9,222946,True,0.173,0.662,0.6,0.00013700000000000002,0.109,-6.402,0.0703,134.97899999999998,0.331,72,pop,in my head
spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana,"thank u, next",7 rings,['Ariana Grande'],10,178626,True,0.5920000000000001,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,0.327,88,pop,7 rings
spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,Ariana,"thank u, next","thank u, next",['Ariana Grande'],11,207320,True,0.229,0.7170000000000001,0.653,0.0,0.101,-5.634,0.0658,106.966,0.412,85,pop,"thank u, next"
spotify:track:4kV4N9D1iKVxx1KLvtTpjS,Ariana,"thank u, next","break up with your girlfriend, i'm bored",['Ariana Grande'],12,190440,True,0.0421,0.726,0.5539999999999999,0.0,0.106,-5.29,0.0917,169.99900000000005,0.335,81,pop,"break up with your girlfriend, i'm bored"
spotify:track:0v2LUO8oTHnkjQ8MmKuXyk,Ariana,Sweetener,raindrops,['Ariana Grande'],1,37640,True,0.942,0.336,0.231,0.0,0.188,-6.2170000000000005,0.0497,168.685,0.429,64,pop,raindrops (an angel cried)
spotify:track:4mLkiFppf8Xvem6BSY34qw,Ariana,Sweetener,blazed,"['Ariana Grande', 'Pharrell Williams']",2,196360,True,0.0793,0.795,0.759,0.0,0.0805,-6.348,0.0528,110.021,0.855,58,pop,blazed (feat. Pharrell Williams)
spotify:track:0sdbFOyfgAhAhWq8DpzkaW,Ariana,Sweetener,the light is coming,"['Ariana Grande', 'Nicki Minaj']",3,228373,True,0.0122,0.877,0.547,1.51e-05,0.028,-5.705,0.18,99.034,0.687,63,pop,the light is coming (feat. Nicki Minaj)
spotify:track:1xWH8zYtDeS9mW1JJG23VZ,Ariana,Sweetener,R.E.M,['Ariana Grande'],4,245666,True,0.375,0.831,0.485,1.47e-05,0.118,-6.6770000000000005,0.15,80.02199999999998,0.622,68,pop,R.E.M
spotify:track:5OCJzvD7sykQEKHH7qAC3C,Ariana,Sweetener,God is a woman,['Ariana Grande'],5,197546,True,0.0233,0.602,0.6579999999999999,6e-05,0.237,-5.934,0.0558,145.031,0.268,79,pop,God is a woman
spotify:track:70khXICDeTTxgYtw3EysKH,Ariana,Sweetener,sweetener,['Ariana Grande'],6,208493,True,0.248,0.721,0.459,0.0,0.212,-6.408,0.032,119.914,0.46,69,pop,sweetener
spotify:track:5YeHLHDdQ4nKHk81XFWhCU,Ariana,Sweetener,successful,['Ariana Grande'],7,227386,True,0.107,0.847,0.603,7.400000000000001e-06,0.106,-4.607,0.0397,114.045,0.735,66,pop,successful
spotify:track:0WdR2AyLW1Drd3OUdwezM0,Ariana,Sweetener,everytime,['Ariana Grande'],8,172106,True,0.18600000000000005,0.71,0.614,0.0,0.0974,-6.7570000000000014,0.0431,148.15200000000004,0.6579999999999999,68,pop,everytime
spotify:track:4OafepJy2teCjYJbvFE60J,Ariana,Sweetener,breathin,['Ariana Grande'],9,198160,True,0.0211,0.568,0.6559999999999999,1.3699999999999998e-05,0.213,-5.4129999999999985,0.0433,100.049,0.364,76,pop,breathin
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,Ariana,Sweetener,no tears left to cry,['Ariana Grande'],10,205920,False,0.04,0.6990000000000001,0.713,3.11e-06,0.294,-5.5070000000000014,0.0594,121.993,0.354,81,pop,no tears left to cry
